TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_EDMONTON,TOTAL_PRECIPITATION_HALIFAX,TOTAL_PRECIPITATION_MONCTON,TOTAL_PRECIPITATION_MONTREAL,TOTAL_PRECIPITATION_OTTAWA,TOTAL_PRECIPITATION_QUEBEC,TOTAL_PRECIPITATION_SASKATOON,TOTAL_PRECIPITATION_STJOHNS,TOTAL_PRECIPITATION_TORONTO,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WHITEHORSE,TOTAL_PRECIPITATION_WINNIPEG,Total Precip (mm)
347.7000000000003,475.20000000000033,1433.1999999999987,1252.9999999999993,896.1999999999996,846.1999999999996,1276.8999999999978,435.8000000000005,1552.5999999999988,793.2999999999988,1248.3999999999992,367.10000000000036,510.8000000000004,1166.2000000000003
369.20000000000016,462.7000000000002,1471.5999999999988,1296.399999999999,1191.6999999999994,886.3999999999993,1230.2999999999993,359.3000000000004,1308.9999999999982,790.0999999999997,1320.0999999999992,310.4000000000004,595.3999999999999,1049.6
405.80000000000035,457.90000000000026,1492.9999999999993,1319.1999999999991,1084.0999999999983,844.4999999999995,1477.0999999999985,289.60000000000025,1513.199999999998,827.5999999999991,1008.2999999999989,220.00000000000003,427.7000000000001,1275.8000000000002
420.49999999999994,435.6999999999999,1549.199999999999,1449.4,966.4000000000002,1010.1999999999996,1173.4999999999998,344.4999999999999,1388.4000000000005,971.3000000000003,1032.3,317.49999999999994,715.0000000000002,1332.0
533.2,540.6000000000003,1225.8000000000002,1055.9000000000005,837.9000000000002,860.9,1134.6,336.9999999999999,1518.7000000000007,685.9999999999998,1016.8000000000001,208.6,461.49999999999994,1161.6
285.1999999999998,429.6,1882.8,1583.7000000000014,923.2000000000003,1111.3,1307.7,317.6999999999999,1490.1,879.2000000000003,986.1999999999998,258.40000000000003,471.49999999999983,1370.3000000000002
446.1999999999998,615.0000000000002,1332.6000000000001,1155.7999999999995,912.1000000000004,890.5000000000002,1157.3,289.2,1827.0000000000005,847.9000000000001,1418.5000000000005,281.0999999999999,405.29999999999995,1093.1
507.29999999999984,370.6999999999999,1748.8999999999999,1490.1000000000001,982.8999999999997,1081.4000000000017,1303.1999999999998,303.5999999999998,1773.4000000000012,790.3,1459.1999999999998,238.3,479.6999999999996,1407.1999999999998
420.8999999999997,516.4999999999999,1335.2999999999993,1196.4999999999993,850.8000000000002,877.8000000000004,1071.2,413.49999999999994,1712.6000000000013,847.4000000000001,1260.1000000000006,239.59999999999994,483.59999999999985,1236.7000000000003
294.79999999999984,409.6999999999997,1573.9000000000005,1150.4,1123.3999999999999,1021.9000000000001,1366.0000000000005,417.1000000000001,1680.5000000000011,795.6000000000003,1489.5000000000002,231.99999999999983,479.49999999999966,1169.4
367.2,448.79999999999995,1343.8000000000002,1294.6999999999991,860.9,923.4000000000002,1054.5000000000005,310.19999999999993,1712.2000000000025,717.4000000000002,1421.8999999999999,252.79999999999993,606.4000000000001,1297.9999999999998
388.69999999999993,394.9999999999997,1296.3000000000002,934.3000000000002,870.9999999999998,834.7000000000002,989.3000000000003,335.09999999999985,1231.3999999999996,936.1999999999999,809.6000000000005,262.7999999999997,546.6999999999999,947.9999999999999
462.29999999999984,492.1999999999999,1470.5000000000002,1107.1,1033.9000000000003,1087.5000000000002,1428.5999999999997,388.6,1488.1000000000001,951.1999999999998,1218.6999999999994,350.6999999999998,471.0,1055.3999999999999
351.79999999999984,473.9999999999998,1336.4,1205.5000000000007,900.9000000000001,907.5,1129.9,228.9,1364.3000000000013,710.6000000000001,937.5000000000002,210.59999999999994,458.59999999999985,1187.5
404.6999999999999,516.9999999999997,1553.4000000000003,1133.4000000000005,803.1999999999997,869.3000000000001,1052.0,298.8,1507.2000000000016,604.0000000000003,1251.6000000000004,336.09999999999997,380.69999999999976,1253.5999999999997
387.5,513.6000000000001,1152.200000000001,963.1999999999999,942.1999999999999,828.4999999999999,1192.3000000000006,362.49999999999983,1147.1999999999998,629.5999999999999,1082.3000000000002,257.1,440.8999999999999,1153.2000000000003
398.1999999999998,514.2999999999998,1473.4999999999989,1351.9000000000008,1111.6,1008.3000000000004,1295.4000000000008,265.59999999999997,1433.200000000001,815.3000000000004,1343.4,239.19999999999996,393.1999999999998,1579.3000000000002
406.5999999999998,502.99999999999994,1310.2000000000005,1214.6000000000006,913.4000000000007,771.7000000000002,988.0000000000009,476.59999999999985,1340.3000000000009,760.4000000000001,1159.1000000000001,371.2999999999998,618.0999999999997,1159.0
493.49999999999994,353.0999999999999,1071.0000000000007,1108.6,941.8000000000006,980.0000000000001,1233.2000000000005,317.2999999999997,1389.9000000000005,928.6000000000005,1135.5000000000007,262.50000000000006,473.0999999999998,1255.1999999999998
372.7999999999999,369.30000000000007,1541.2000000000005,1366.6000000000001,978.6999999999998,863.3000000000002,1295.6499999999996,357.5,1554.400000000001,579.1999999999998,836.9999999999995,184.2,491.09999999999985,1189.1
355.09999999999997,591.9999999999998,1397.6000000000001,1067.3000000000004,962.2000000000003,945.2000000000002,1249.3,364.89999999999975,1637.600000000001,719.8000000000002,1117.1000000000001,271.5999999999999,680.3000000000002,1119.8999999999999
414.79999999999984,423.7,1411.6999999999994,1204.6000000000001,1122.9000000000003,1018.8000000000003,1187.3000000000006,375.4999999999998,1630.5000000000007,928.1000000000001,1272.8000000000002,230.49999999999986,444.69999999999993,937.1999999999999
376.3999999999999,651.0999999999999,1508.0000000000011,1271.8000000000002,1067.1000000000001,916.8000000000004,1315.3000000000004,446.39999999999964,1460.6999999999996,969.8,1462.8,10.7,673.8000000000004,1209.1000000000001
425.19999999999976,524.1999999999998,1117.2000000000007,975.8000000000004,1120.2999999999997,836.1999999999995,1075.1500000000005,312.8999999999998,1451.199999999999,628.6,1521.800000000001,27.7,486.29999999999995,847.5999999999999
537.6999999999998,511.2999999999996,1386.3,1305.100000000001,902.0000000000002,874.7000000000008,1129.9999999999995,280.0,1638.5000000000002,682.1000000000005,1160.5000000000005,158.89999999999998,518.2999999999998,1140.0
458.5999999999999,433.7,1329.7000000000003,1177.500000000001,982.5,918.8999999999999,1131.6499999999994,401.39999999999986,1605.300000000001,661.8,1394.4000000000008,250.40000000000018,531.0999999999999,901.3
412.59999999999985,451.29999999999967,1387.2999999999997,1189.3000000000002,985.8000000000003,976.9999999999998,1056.85,344.59999999999974,1657.2999999999997,755.7,1010.8,303.79999999999995,718.4000000000003,849.5
318.4,397.5999999999998,1070.1999999999998,942.5000000000005,768.9,792.9000000000001,816.8,159.69999999999993,1624.2000000000003,690.3999999999997,1178.5000000000002,265.2999999999999,552.1000000000001,786.9000000000001
344.49999999999994,267.40000000000003,1354.3999999999999,1272.3000000000006,811.7500000000003,888.7000000000003,915.4499999999999,299.2999999999999,1364.5000000000005,661.9000000000001,857.6000000000004,174.70000000000002,479.55000000000035,1297.4
429.99999999999994,398.5,1392.9000000000003,1152.3,904.65,978.2000000000003,1246.3000000000002,233.8,1342.9000000000003,895.5999999999999,1106.0999999999997,224.29999999999993,432.35000000000014,1024.2
386.7999999999997,466.1999999999999,1247.0999999999997,1132.2,889.6,907.1000000000001,1113.5000000000002,402.59999999999997,1491.0000000000002,754.9999999999999,1210.6000000000001,263.70000000000016,688.3999999999999,986.8000000000002
539.6,431.99999999999966,1550.5,1412.6000000000013,1231.7,1007.1000000000006,1231.2499999999993,523.0,1786.7,766.6999999999996,1215.2,333.6999999999999,669.0500000000006,1093.9
419.5999999999999,473.49999999999983,1358.2000000000003,1204.2000000000005,1283.3999999999996,1112.3000000000002,1247.3000000000006,488.8,1530.3000000000002,865.7000000000003,1224.2000000000003,284.79999999999995,318.80000000000007,1119.3000000000002
511.39999999999986,396.59999999999997,1357.5000000000007,1055.1000000000001,996.3,900.5000000000005,1223.4999999999998,366.0,1337.2,592.6999999999998,1322.4,296.7999999999999,512.2000000000003,1101.8
502.6000000000001,308.49999999999983,1732.8999999999999,1352.0000000000005,1039.7000000000007,998.2000000000006,1387.8999999999987,331.5,1766.1000000000001,1049.6000000000004,1025.8000000000002,319.6,604.8000000000003,1337.2
328.00000000000006,293.20000000000005,1508.2999999999997,1394.6000000000013,938.3499999999996,1025.1000000000004,1122.3,366.7,1461.6000000000006,904.0000000000005,1090.6000000000001,300.59999999999997,512.1000000000001,1427.6000000000001
454.4999999999997,510.9999999999999,1323.7999999999993,1392.0,1148.1500000000003,966.8000000000005,995.3000000000001,0.0,1862.5000000000007,787.2,1206.9999999999998,321.9,668.3,1354.0000000000002
518.2999999999998,466.09999999999997,1722.7000000000005,1455.800000000001,1210.0999999999992,943.0000000000007,1303.9500000000007,0.0,1376.0500000000002,936.8000000000001,1068.5,305.40000000000003,324.89999999999975,1370.1000000000001
497.0999999999998,464.49999999999966,1281.5000000000002,401.29999999999995,856.7499999999999,754.8000000000003,1110.95,0.0,1234.9000000000005,731.6,1211.2999999999997,278.20000000000016,520.3000000000001,711.0
488.1,427.89999999999986,1305.1999999999998,0.0,896.8500000000009,795.0,1240.2499999999989,0.0,1360.5,944.8000000000005,927.4,17.0,475.89999999999964,1013.2
390.1999999999999,336.0999999999998,1571.8999999999996,0.0,833.1000000000007,902.8000000000002,1264.2000000000003,0.0,1339.200000000001,733.8000000000004,1260.6000000000001,0.0,468.49999999999926,1424.7
440.1999999999998,360.9999999999998,1538.1,0.0,933.8000000000005,738.4000000000003,1257.9500000000007,0.0,1176.8000000000002,675.3000000000002,1141.6000000000006,0.0,647.9000000000001,1387.3
520.2999999999998,496.2999999999995,1508.6000000000004,0.0,939.3000000000003,796.2000000000003,1330.3999999999996,0.0,1428.5999999999997,630.5999999999997,1321.0000000000002,0.0,614.9000000000002,1073.4
380.60000000000014,489.59999999999974,1537.3000000000004,0.0,1071.3000000000006,1348.8000000000002,1242.95,0.0,1268.900000000001,846.0000000000002,1234.3000000000006,0.0,406.6,1060.3
424.80000000000007,462.4999999999998,1601.1000000000004,0.0,905.3000000000006,993.4,1227.4000000000003,0.0,1251.8000000000002,885.0000000000002,1343.3999999999994,0.0,406.2000000000002,1202.3
525.8000000000001,427.7999999999997,1494.2000000000005,0.0,1081.000000000001,899.5000000000002,1278.2999999999995,0.0,1216.7,928.800000000001,965.6999999999998,0.0,541.9,1198.1
0.0,0.0,0.4,0.0,0.9,0.0,1.5,0.0,6.4,0.0,0.8,0.0,0.0,
